Purchased Date,School Year Purchased,Agency Name,LEAID,Technology,Purchase Description,Total Cost,Notes,Comment
9/25/15,2015-2016,Castleberry Independent School District,4813170,Gaggle,"Gaggle.Net Email Service - Annual Subscription Service Start Date: 07/01/15 Service End Date: 06/30/16 ZBAN # 10309-000 Quote # 610732 FM Group # 15001076 Gaggle.Net Inc. Contact: ******CONTINUED****** Ryan Glassman Texas & Louisiana Relationship Manager | gaggle P.O. Box 1352 - Bloomington, IL 61702 Direct: 309-661-6815 Customer Service: 1-800-288-7750 ryan@gaggle.net CISD Technology Services Contact: Kelli Kelsoe 817.252.2253 IMMS Office 817.991.2908 Cell 817.252.2095 Fax kelsoek@castleberryisd.net","$10,675 ",,
8/14/17,2017-2018,Celina Independent School District,4813290,Go Guardian,GO GUARDIAN,$130.68 ,,"""We have not used GoGuardian for years and have no further comment."" - Marilyn Chaberlin, Technology Director"
9/11/17,2017-2018,Celina Independent School District,4813290,Go Guardian,GO GUARDIAN ADMIN TEACHER,"$1,069.20 ",,
2/1/19,2018-2019,Channelview ISD,4813590,Social Sentinel,ANNL-SVC-NE - Social Sentinel Service Annual Service Fee - Period 1 Contract: BuyBoard / 498-15 12/01/2018 - 11/30/2019,"$15,408 ",,
2/1/19,2018-2019,Channelview ISD,4813590,Social Sentinel,ANNL-SVC-NE - Social Sentinel Service Annual Data Fee - Period 1 Contract: BuyBoard / 498-15 12/01/2018 - 11/30/2019,"$2,568 ",,
9/11/15,2015-2016,Chico Independent School District,4813800,Gaggle,GAGGLE EMAIL SERVICES,"$1,225 ",,
12/9/15,2015-2016,Chico Independent School District,4813800,Gaggle,Student Email for 4th & 5th Gr,$277 ,,
1/19/16,2015-2016,Chico Independent School District,4813800,Go Guardian,Go Guardian F/T Adm Bundle 1yr,"$1,141 ",,
9/14/16,2016-2017,Chico Independent School District,4813800,Gaggle,GOOGLE STUDENT 9/1/-8/31/17,"$3,000 ",,
9/8/17,2017-2018,Chico Independent School District,4813800,Gaggle,2017-2018 MEMBERSHIP STUDENT,"$3,090 ",,
11/8/17,2017-2018,Chico Independent School District,4813800,Securly,SECURLY WEB FILTER YEAR 2,"$4,018.67 ",,
9/7/18,2018-2019,Chico Independent School District,4813800,Gaggle,STUDENT SAFETY MGMT,"$3,090 ",,
9/10/19,2019-2020,Chico Independent School District,4813800,Gaggle,STUDENT GOOGLE SAFET STUDENT GOOGLE SAFETY MGMT,"$3,090 ",,
10/3/19,2019-2020,Chico Independent School District,4813800,Securly,CLOUD BASED FILTERING,"$3,008.06 ",,
11/20/20,2020-2021,Chico Independent School District,4813800,Gaggle,GAGGLE/HANGOUTS,"$3,150 ",,
4/23/18,2017-2018,China Spring ISD,4813960,Go Guardian,Go Guardian Licenses,"$3,614.20 ",,
3/1/21,2020-2021,China Spring ISD,4813960,Go Guardian,1-Yr Go Guardian Renewal,"$6,134.10 ",,
11/28/16,2016-2017,City of Alvin,N/A,Social Sentinel,Social Sentinel Software Services 10/16 - 9/17Amount (no units)3501,"$3,166.67 ",,
11/28/16,2016-2017,City of Alvin,N/A,Social Sentinel,Social Sentinel Software Services 10/16 - 9/17Amount (no units)3501,"$3,166.67 ",,
11/28/16,2016-2017,City of Alvin,N/A,Social Sentinel,Social Sentinel Software Services 10/16 - 9/17300-00,"$3,166.66 ",,
9/21/18,2018-2019,City of Friendswood,N/A,Social Sentinel,Social Sentinel Command Center Software,"$3,375 ",,
9/21/18,2018-2019,City of Friendswood,N/A,Social Sentinel,Social Sentinel Command Center Software,"$1,125 ",,
8/14/19,2019-2020,City of Southlake,N/A,Social Sentinel,"SCHOOL SAFETY INITIATIVE PURCHASES: BALLISTIC GLASS/DOORS; BALLISTIC BACKER PANEL; THREAT ASSESSMENT SOFTWARE, SUBSCRIPTION/TRAINING; SOCIAL SENTINEL EXHIPIT A-2.","$89,593.50 ",,
10/6/16,2016-2017,City of University Park,N/A,Social Sentinel,SOFTWARE - SOCIAL SENTINEL SOFTWARE SERVICES,"$9,500 ",,
10/27/17,2017-2018,City of University Park,N/A,Social Sentinel,SOFTWARE MAINTENANCE - SOCIAL SENTINEL COMMAND CENTER,"$9,500 ",,
10/9/18,2018-2019,City of University Park,N/A,Social Sentinel,ANNUAL CONTRACT - SOCIAL SENTINEL COMMAND CENTER SOFTWARE SERVICES,"$9,500 ",,
12/14/20,2020-2021,Clarksville ISD,4814190,Securly,Securly Anywhere Filter Year 2 of 3,"$1,600.50 ",,"""Why did the District purchase this technology? Response: Web Filtering. Who recommended it to you? Region 8 ESC What, if any, instigating incident was there that made you purchase this technology? (None)
What exactly does/did this technology do for the District? (Ie. social media monitoring, email monitoring, web filter, Chromebook management, web history tracking, location tracking etc Please include all functionality your district has access to with these technologies.) Web Filtering, Web History Tracking, and Chromebook Management.
Do you still use this technology? YES If not, why did you stop? If so, why is it still worth it? Provides Web Filtering and satisfy eRate Requirements
Is this technology used on all students in the District or just a certain subset? Is it used on any employees or community members? It is used for all within the District
Did/does/will the District use any other technology tool (ie. Social Sentinel, Gaggle, Securly, Go Guardian, Geofeedia, Media Sonar, LightSpeed Relay etc.) for the purpose of monitoring students' social media or email? We use  Hapara for Classroom Management
Were students or their parents ever notified or informed in any way about the use of this technology? If so, how? Could students or parents ""opt-out""? Students are aware but parents may not be.
What policies did/do you have in place specifically governing the use of this technology by District officials? Computer Use Policy
Who all has/had access to reports/alerts generated by this technology? Technology Department
Can you name a specific instance where this technology helped prevent an instance of imminent violence or self-harm? NO
Have you ever used this technology for purposes other than the prevention of self-harm or violence? If so, how? YES  how: Satisfy eRate Requirements
Has the use of this technology ever led to a student being disciplined in any way (including but not limited to being arrested, expelled, suspended or put in detention)? If so, please describe these specific instances. Detention – in appropriate web site visits."" -Howard Taylor, Director of Technology"
7/24/18,2018-2019,Clear Creek ISD,4814280,Social Sentinel,"SOCIAL SENTINEL - ANNUAL PERIOD ONE - SE RVICE SOCIAL SENTINEL, INC. - PART#: A-SERVFP-1 CONTRACT NAME: TIPS - TECHNOLOGY","$55,914 ",,"""The Clear Creek Independent School District discontinued the use of Social Sentinel in its first year. The District determined the service just did not meet our needs and we were receiving far more stronger information through our anonymous tip line. We are not using any social media monitoring or email service at this time."" ""Why did the District purchase this technology? Who recommended it to you? What, if any, instigating incident was there that made you purchase this technology? Following the Santa Fe High School tragedy, which is a neighboring school district from Clear Creek ISD, we explored ways to identify potential threats to the school system that may present themselves through social media. I do not recall of a particular person who introduced us to this service. Attached you will find documents related to the contract.
What exactly does/did this technology do for the District? (Ie. social media monitoring, email monitoring, web filter, Chromebook management, web history tracking, location tracking etc. Please include all functionality your district has access to with these technologies.) Clear Creek ISD did not receive information that was helpful which is why it terminated the service within the first year of use.  We found the use of an anonymous reporting system to be of great value which is what we use today.
Do you still use this technology? If not, why did you stop? If so, why is it still worth it? See above.
Is this technology used on all students in the District or just a certain subset? Is it used on any employees or community members? No
Did/does/will the District use any other technology tool (ie. Social Sentinel, Gaggle, Securly, Go Guardian, Geofeedia, Media Sonar, LightSpeed Relay etc.) for the purpose of monitoring students' social media or email? No, we are not actively monitoring student social media accounts or emails. If information is shared to us through our Anonymous Alerts system and warrants follow up, we will investigate. However, Clear Creek ISD is not monitoring students’ social media or district email accounts.
Were students or their parents ever notified or informed in any way about the use of this technology? If so, how? Could students or parents ""opt-out""? Since we don’t monitor their social media accounts or email, no notification is necessary.
What policies did/do you have in place specifically governing the use of this technology by District officials? We are  not using this technology.
Who all has/had access to reports/alerts generated by this technology? Director of Safe Schools had access to Social Sentinel.
Can you name a specific instance where this technology helped prevent an instance of imminent violence or self-harm? No.  
Have you ever used this technology for purposes other than the prevention of self-harm or violence? If so, how? No
Has the use of this technology ever led to a student being disciplined in any way (including but not limited to being arrested, expelled, suspended or put in detention)? If so, please describe these specific instances. No""
-Elaina Polsen, Chief Communications Officer"
7/24/18,2018-2019,Clear Creek ISD,4814280,Social Sentinel,"SOCIAL SENTINEL - ANNUAL PERIOD ONE - DA TA SOCIAL SENTINEL, INC. - PART#: -DATAF-1 CONTRACT NAME: TIPS - TECHNOLOGY","$8,602.20 ",,
12/11/15,2015-2016,Clint Independent School District,4814430,Gaggle,QUOTE: 611868 - ITEM- 8016 ANNUAL MAINTENANCE FOR ALL USERS & SUBSTITUES,"$15,750 ","Mentions Securly on Technology page of their website, and on Teacher Tech Tools website under ""Administrative EdTech Tools""",
12/1/16,2016-2017,Clint Independent School District,4814430,Gaggle,ANNUAL MAINTENANCE - EMAIL ARC,"$6,300 ",,
1/29/20,2019-2020,Clint Independent School District,4814430,Securly,SECURLY SOFTWARE,"$47,983.75 ",,
7/16/20,2020-2021,Clint Independent School District,4814430,Securly,SECURLY TRAINING FOR TECHNOLOG,"$1,050 ",,
10/6/20,2020-2021,Clint Independent School District,4814430,Securly,SECURLY SOFTWARE RENEWAL,"$47,983.75 ",,
5/21/18,2017-2018,Collin County Community College District ( Collin College),N/A,Social Sentinel,Social Sentinel Annual Data Fee,"$6,500 ",,
5/21/18,2017-2018,Collin County Community College District ( Collin College),N/A,Social Sentinel,Social Sentinel Annual Service Fee,"$43,000 ",,
3/5/19,2018-2019,Collin County Community College District ( Collin College),N/A,Social Sentinel,Social Sentinel Annual Data Fee,"$6,500 ",,
3/5/19,2018-2019,Collin County Community College District ( Collin College),N/A,Social Sentinel,Social Sentinel Annual Service Fee,"$43,000 ",,
7/12/18,2018-2019,Comal Independent School District,4814730,Social Sentinel,SOCIAL SENTINEL COMMAND CENTER SOFTWARE SERVICES. ANNUAL PERIOD 7/1/18-6/30/19.,"$36,800 ",,
8/31/16,2016-2017,Commerce ISD,4814820,Go Guardian,Go Guardian for Teachers,"$1,785 ","Q&A page of Commerce ISD digital learning site says ""Q: Are we supposed to monitor GoGuardian only while our students are physically in our classrooms? (from a secondary teacher) A: In the regular classroom environment, yes, you only need to monitor when your students are physically in the classroom. Please set your classrooms to record during the week day from bell to bell."" Chromebook agreement on Commerce ISD digital learning page says ""Chromebooks are monitored, filtered, and tracked at all times by CISD.""",
11/4/16,2016-2017,Commerce ISD,4814820,Go Guardian,Neverware cloudready licenses for Go Guardian use,$300 ,,"""For the record - Community ISD is currently in contract with Securly as part of Community ISD’s Acceptable Use Policy (AUP). Securly is installed on all Community ISD-issued student devices. This written statement will serve as Community ISD’s only comment on the matter at this time."" - Cooper Welch, Communications Supervisor"
8/21/17,2017-2018,Community Independent School District,4814850,Securly,SECURLY ANYWHERE FILTER,"$11,275 ",,
9/24/20,2020-2021,Connally Independent School District,4814970,Social Sentinel,Sept 1 - August 31 2021 --- Social Sentinel District,"$4,023.75 ",,
8/11/16,2016-2017,Conroe ISD,4815000,Go Guardian,DIR-SDD-1951(R) GO GUARDIAN FOR ADMINISTRATOR YR; QTY. 1-499; MODEL #A8976506,$11.79 ,,"""Conroe ISD used GoGuardian in 2015 to manage the filtering settings on a set of Chromebooks purchased as part of a grant. The only current use of GoGuardian in Conroe ISD is in our Disciplinary Alternative Education Program so the teachers can monitor the students’ screens as they work on their assignments in different subjects."" - Sarah Blakelock, Director of Communications"
8/15/16,2016-2017,Conroe ISD,4815000,Go Guardian,A8976506 GO GUARDIAN 2 YR,$35.37 ,,
8/15/16,2016-2017,Conroe ISD,4815000,Go Guardian,A8976506 GO GUARDIAN 2YR,$35.37 ,,
8/15/16,2016-2017,Conroe ISD,4815000,Go Guardian,A8976506 GO GUARDIAN 2 YR,$35.37 ,,
8/15/16,2016-2017,Conroe ISD,4815000,Go Guardian,A8976506 GO GUARDIAN 2YR,$35.37 ,,
8/15/16,2016-2017,Conroe ISD,4815000,Go Guardian,A8976506 GO GUARDIAN 2YR,$35.37 ,,
8/15/16,2016-2017,Conroe ISD,4815000,Go Guardian,A8976506 GO GUARDIAN 2YR,$35.37 ,,
8/15/16,2016-2017,Conroe ISD,4815000,Go Guardian,A8976506 GO GUARDIAN 2YR,$35.37 ,,
