DistrictName,SchoolYearPurchased,Technology,NumberStudents,PurchasedDate,PurchaseDescription,TotalCost,Notes,Comment
PEARLAND ISD,2018-2019,Social Sentinel,21606,1/11/19,2019 SOCIAL SENTINEL INTERLOCAL AGREEMENT 12-MONTH ANNUAL SUBSCRIPTION PRICING PER ATTACHED AGREEMENT FOR DISTRICT PURPOSES ONLY: PLEASE EMAIL PO WITH ATTACHED AGREEMENT TO wablount@esc17@net AND CC RICK GARCIA AND DALIA PARDO PRIORITY: 4,"$7,290 ",,
PLAINVIEW ISD,2019-2020,Securly,5247,11/12/19,TECHPILOT CONTROL TOWER SUBSCRIPTION 1 YEAR (NOV 16-NOV 15 2020) AS PER ATTACHED QUOTE USING CONTRACT: NCPA 01-79 FOR DISTRICT USE ONLY - EMAIL PO TO JENNIFER@SECURLY.COM,"$1,182 ",,
PLAINVIEW ISD,2019-2020,Securly,5247,11/6/19,TECHPILOT CONTROL TOWER SUBSCRIPTION 1 YEAR (NOV 16-NOV 15 2020) (SPEND DOWN) AS PER ATTACHED QUOTE USING CONTRACT: NCPA 01-79 FOR DISTRICT USE ONLY - EMAIL PO TO JENNIFER@SECURLY.COM,$270 ,,
PLAINVIEW ISD,2019-2020,Securly,5247,11/6/19,TECHPILOT CONTROL TOWER SUBSCRIPTION 1 YEAR (NOV 16-NOV 15 2020) AS PER ATTACHED QUOTE USING CONTRACT: NCPA 01-79 FOR DISTRICT USE ONLY - EMAIL PO TO JENNIFER@SECURLY.COM,"$1,806 ",,
PLAINVIEW ISD,2019-2020,Securly,5247,11/6/19,TECHPILOT CONTROL TOWER SUBSCRIPTION 1 YEAR PER DEVICE 11/16/19-11/15/20 PRICING PER ATTACHED QUOTE USING CONTRACT: NCPA 01-79 FOR DISTRICT USE ONLY - EMAIL PO TO: JENNIFER@SECURLY.COM,"$9,762 ",,
PLAINVIEW ISD,2019-2020,Securly,5247,11/6/19,"TECHPILOT CONTROL TOWER SUBSCRIPTION 1 YEAR PER DEVICE LEVEL 4 11/16/19 - PRICING PER ATTACHED QUOTE, USING CONTRACT: NCPA 01-79 FOR DISTRICT USE ONLY - EMAIL PO TO: JENNIFER@SECURLY.COM",$810 ,,
PLEASANTON ISD,2019-2020,Go Guardian,3572,4/3/20,Covid -19 Teacher Go Guardian,"$15,975 ",,
PLEASANTON ISD,2019-2020,Go Guardian,3572,4/3/20,Covid- 19 Admin Go Guardian,"$15,975 ",,
PONDER ISD,2016-2017,Gaggle,1330,9/22/16,Gaggle Safety Mgmt - Google,"$5,728 ",,
PONDER ISD,2017-2018,Gaggle,1414,9/12/17,Google Safety Management Renew,"$5,826 ",,
PONDER ISD,2018-2019,Gaggle,1550,9/14/18,Gaggle Gmail/Drive Monitoring,"$7,088 ",,
PONDER ISD,2019-2020,Gaggle,1579,9/20/19,Gaggle Safety Management,"$7,088 ",,
PRAIRILAND ISD,2015-2016,Go Guardian,1120,8/13/15,Go Guardian license fee,"$1,540 ",,
PRAIRILAND ISD,2016-2017,Gaggle,1128,7/19/16,Safety manage Google students,"$3,660 ",,
PRAIRILAND ISD,2017-2018,Gaggle,1150,8/2/17,Gaggle student safety manage,"$2,376 ",,
PRAIRILAND ISD,2018-2019,Gaggle,1146,8/2/18,Software JH/HS chromebooks,"$2,160 ",,
PRAIRILAND ISD,2019-2020,Gaggle,1134,7/22/19,Annual renewal chromebk,"$2,160 ",,
PRAIRILAND ISD,2019-2020,Gaggle,1134,7/22/19,Annual renewal chromebk,"$2,160 ",,
PRESIDIO ISD,2016-2017,Gaggle,1344,3/31/17,RENEWAL - GAGGLE,"$1,357 ",,
PRESIDIO ISD,2016-2017,Gaggle,1344,3/31/17,RENEWAL - GAGGLE,"$1,357 ",,
PRESIDIO ISD,2016-2017,Gaggle,1344,6/23/16,E-MAIL MONITORING,"$1,227 ",,
PRESIDIO ISD,2016-2017,Gaggle,1344,6/23/16,E-MAIL MONITORING,"$1,227 ",,
PRESIDIO ISD,2016-2017,Gaggle,1344,6/23/16,E-MAIL MONITORING,"$1,227 ",,
PRESIDIO ISD,2016-2017,Gaggle,1344,6/23/16,E-MAIL MONITORING,"$1,227 ",,
PRESIDIO ISD,2018-2019,Gaggle,1188,4/12/19,EMAIL MONITORING,$904 ,,
PRESIDIO ISD,2018-2019,Gaggle,1188,4/12/19,EMAIL MONITORING,$904 ,,
PRESIDIO ISD,2018-2019,Gaggle,1188,4/12/19,EMAIL MONITORING,$907 ,,
PRINCETON ISD,2015-2016,Gaggle,3876,2/8/16,Gaggle email bu,"$3,216 ",,
PROSPER ISD,2015-2016,Gaggle,8296,10/6/15,See Attached,"$7,080 ",,
PROSPER ISD,2016-2017,Gaggle,9998,9/22/16,See Attached Paperwork,"$8,190 ",,
PROSPER ISD,2017-2018,Gaggle,12133,9/19/17,Archiving Email License 10-01-2017 thru 09-30-2018,"$13,280 ",,
PROSPER ISD,2017-2018,Go Guardian,12133,9/19/17,Go Guardian Admin Teacher,"$76,650 ",,
PROSPER ISD,2018-2019,Gaggle,14348,2/27/19,Archiving Email 2/1-9/30,"$13,320 ",,
PROSPER ISD,2018-2019,Gaggle,14348,9/21/18,Gaggle License Renewal,"$16,000 ",,
PROSPER ISD,2019-2020,Gaggle,16857,9/10/19,See Quote 50790,"$25,000 ",,
QUINLAN ISD,2015-2016,Gaggle,2573,9/17/15,GAGGLE ARCHIVING RENEWAL,"$8,895 ",,
QUINLAN ISD,2016-2017,Gaggle,2627,9/9/16,Archiving,"$10,140 ",,
QUINLAN ISD,2017-2018,Gaggle,2630,9/14/17,EMAIL ARCHIVING,"$9,870 ",,
QUINLAN ISD,2018-2019,Gaggle,2694,10/10/18,GOOGLE ARCHIVING,"$9,445 ",,
QUINLAN ISD,2019-2020,Go Guardian,2645,7/8/19,GO GUARDIAN RENEWAL,"$12,420 ",,
QUINLAN ISD,2019-2020,Gaggle,2645,9/19/19,ARCHIVING EMAIL-GOOGLE,"$4,005 ",,
QUINLAN ISD,2019-2020,Gaggle,2645,9/19/19,ARCHIVING WAREHOUSE ACCOUNT,"$1,840 ",,
RANDOLPH FIELD ISD,2018-2019,Social Sentinel,1468,1/22/19,Social Sentinel,"$2,208 ",,
RAYMONDVILLE ISD,2015-2016,Gaggle,2147,3/7/16,TRAINING (WEBINAR),$495 ,,
RAYMONDVILLE ISD,2015-2016,Gaggle,2147,7/30/15,"GAGGLE LMS (EMAIL, COLLABORATION TOOLS & ACTIVE ACCOUNT PROVISIONING)","$4,200 ",,
RAYMONDVILLE ISD,2015-2016,Gaggle,2147,7/30/15,WEB SITE HOSTING,"$5,970 ",,
RAYMONDVILLE ISD,2016-2017,Gaggle,2067,7/11/16,"WEB SITE HOSTING - JULY 1, 2016 - JUNE 30, 2017","$5,970 ",,
REDWATER ISD,2015-2016,Gaggle,1133,4/11/16,Gaggle Safety Student Email,"$3,395 ",,
REDWATER ISD,2016-2017,Gaggle,1117,4/4/17,Student Drive/Email Monitoring,"$5,473 ",,
REDWATER ISD,2017-2018,Gaggle,1106,4/25/18,Google Safety Management,"$5,610 ",,
REDWATER ISD,2018-2019,Gaggle,1130,5/7/19,Drive+Email Student Monitoring,"$5,610 ",,
REDWATER ISD,2019-2020,Gaggle,1113,6/8/20,Student Drive+Mail Monitoring,"$6,077.50 ",,
ROBERT LEE ISD,2019-2020,Securly,272,12/17/19,SECURLY,$907.50 ,,
ROCKWALL ISD,2018-2019,Gaggle,16587,2/12/19,Gaggle Safety Management for Google (1/25/19 - 6/30/19),"$19,532 ",,
ROCKWALL ISD,2019-2020,Gaggle,17007,12/3/19,SAFTY MANAGEMENT PROGRAM FOR OFFICE 365 EMAIL-STAFF,"$10,500 ",,
ROCKWALL ISD,2019-2020,Gaggle,17007,7/17/19,Gaggle Safety Management for Google - Student (7/1/19 -,"$56,500 ",,
ROUND ROCK ISD,2015-2016,Gaggle,47827,7/27/15,1801,"$133,650 ",,
ROUND ROCK ISD,2016-2017,Gaggle,48321,7/20/16,ITEM# 1808-S GAGGLE SAFETY MANAGEMENT FOR GOOGLE - STUDENTS SERVSTART 7/1/2016 SERVEMD 6/30/2017,"$133,650 ",,
ROUND ROCK ISD,2017-2018,Gaggle,49086,7/19/17,ITEM# 1808-S GAGGLE SAFETY MANAGEMENT FOR GOOGLE-STUDENTS LICENSE RENEWAL 7/1/17 - 6/30/18,"$133,650 ",,
ROUND ROCK ISD,2018-2019,Gaggle,50387,7/24/18,GAGGLE SAFETY MNGMNT FOR GOOGLE - STUDENT (MULTIPLE LOCATIONS),"$133,650 ",,
ROUND ROCK ISD,2019-2020,Gaggle,50953,7/18/19,SAFETY MNGMNT FOR GOOGLE - STUDENT (DATA PRIVACY - DRIVE + EMAIL),"$137,280 ",,
ROYSE CITY ISD,2017-2018,Go Guardian,5739,10/5/17,Troxell/C. Holt Go Guardian Software,"$13,800 ",,"""Royse City ISD purchased Go Guardian for district-owned Chromebooks that are issued to students for use on campus and at home. The service is intended to meet the Children‚'s Internet Protection Act requirements to filter minors‚' access to obscene or harmful web content and to educate them on responsible online behavior. The service will notify key staff immediately if a student searches for web content, on a school-issued chromebook, that could involve self harm. Key school staff can also be alerted when students use keywords deemed as possible violations of use of a school-issued device. Royse City ISD does not monitor personal accounts, teacher or student accounts on personal devices. Parents opt-in to this service and have access to monitor their children‚'s use of school issued Chromebooks through the Go Guardian Parent App."" -Adi Bryant, Chief Communications Officer"
RUSK ISD,2019-2020,Securly,2036,4/20/20,SECURLY SAFETY CLOUD BNDL W 24 CONTENT FILTER NEEDED FOR SCHOOL DISTRICT. THIS WILL BE REPLACING CURRENT SOLUTION LIGHTSPEED THAT HAS NOT WORKED WELL **3 QUOTES ATATCHED** REGION VII VENDOR,"$16,456 ",,"""Why did the District purchase this technology? Who recommended it to you? What, if any, instigating incident was there that made you purchase this technology? We were looking for a new MDM solution and content filter for our school district.
What exactly does/did this technology do for the District? (Ie. social media monitoring, email monitoring, web filter, Chromebook management, web history tracking, location tracking etc. Please include all functionality your district has access to with these technologies.) This technology provides  the school district the ability to filter unsafe internet content for students. Monitor self-harm, bulling and inappropriate emails and documents student‚'s internet history. Which is only on their school accounts. We use location tracking to help find lost devices.
Do you still use this technology? If not, why did you stop? If so, why is it still worth it? Yes
Is this technology used on all students in the District or just a certain subset? This is used on all student‚'s even if they do not have email, we can monitor documents that they may share with each other. Is it used on any employees or community members? For employees we are only filtering unsafe sites and internet content.
Did/does/will the District use any other technology tool (ie. Social Sentinel, Gaggle, Securly, Go Guardian, Geofeedia, Media Sonar, LightSpeed Relay etc.) for the purpose of monitoring students' social media or email? We also use Bark as a secondary measure to monitor Bulling and Self harm.
Were students or their parents ever notified or informed in any way about the use of this technology?  Yes If so, how? Student Device Handbook Could students or parents ""opt-out""?  No
What policies did/do you have in place specifically governing the use of this technology by District officials?  Acceptable Use Policy
Who all has/had access to reports/alerts generated by this technology? Superintendent, principals, and counselors.
Can you name a specific instance where this technology helped prevent an instance of imminent violence or self-harm? Will not state specific, but it has helped in identifying issues that were shared with students‚' parents before something did or could have occurred.
Have you ever used this technology for purposes other than the prevention of self-harm or violence? If so, how? No
Has the use of this technology ever led to a student being disciplined in any way (including but not limited to being arrested, expelled, suspended or put in detention)? If so, please describe these specific instances. The technology has alerted the district to potential issues that warranted further investigation.  If the investigation discovered a violation of our student code of conduct had occurred, the appropriate disciplinary action would be applied.  We do not share student disciplinary infractions or consequences."" -Denise Watkins, Administrative Assisstant"
SALADO ISD,2017-2018,Gaggle,1863,8/18/17,Gaggle Safety Mgmt GoogleItem Discount = .00; Item.Freight = .00,"$7,700 ",,
SALADO ISD,2017-2018,Gaggle,1863,8/18/17,Setup FeeItem Discount = .00; Item.Freight = .00,$500 ,,
SALADO ISD,2018-2019,Gaggle,1949,9/4/18,GaggleSafety Mgmt,"$9,598 ",,
SALADO ISD,2019-2020,Gaggle,2087,8/19/19,Gaggle Safety MgmtItem Discount = .00; Item.Freight = .00,"$9,873 ",,
SAN BENITO CISD,2017-2018,Securly,10468,6/28/17,1 YEAR SECURLY WEB FILTERING1 YEAR SECURLY ANYWHERE FILTERING CLOUD BASED WEB FILTERING,"$3,876 ",,"""Why did the District purchase this technology? Who recommended it to you? What, if any, instigating incident was there that made you purchase this technology? The technology was purchased to use for one year ‚Äì from approximately February 2017 to February 2018.  It was for a Migrant Education Program student device initiative intended to provide out of district web content filtering.  Our team met with McAllen ISD representatives, as they were using it at the time, to discuss their implementation of the technology. There were no incidents that prompted the purchase of this technology.
What exactly does/did this technology do for the District? (Ie. social media monitoring, email monitoring, web filter, Chromebook management, web history tracking, location tracking etc. Please include all functionality your district has access to with these technologies.) Our use of the technology was limited to the following:  web filtering, web history tracking, location tracking, and social media monitoring.
Do you still use this technology? If not, why did you stop? If so, why is it still worth it? No.  The Migrant Education Program did not renew the service.  The cost was one of the determining factors.  Another was that the school district‚'s web content filter was updated to support out of district filtering so there was no need for two filtering services.
Is this technology used on all students in the District or just a certain subset? Is it used on any employees or community members? It was used only for the Migrant Education Program‚'s ‚Äúone to one‚Äù student device initiative through which migrant students were supplied with either an Apple Macbook Pro or an iPad.  Other district students and staff were not filtered or monitored by this technology.
Did/does/will the District use any other technology tool (ie. Social Sentinel, Gaggle, Securly, Go Guardian, Geofeedia, Media Sonar, LightSpeed Relay etc.) for the purpose of monitoring students' social media or email? No.  However, we do block social media access for all students while on district premises.
Were students or their parents ever notified or informed in any way about the use of this technology? If so, how? Could students or parents ‚Äúopt-out‚Äù? The San Benito CISD‚'s Acceptable Use Policy (AUP) ‚ÄúFiltering‚Äù section (https://www.sbcisd.net/apps/pages/index.jsp?uREC_ID=893329&type=d&pREC_ID=1891064) was included on the device checkout agreement, indicating that devices were subject to filtering.  No, they could not ‚Äúopt-out.‚Äù
What policies did/do you have in place specifically governing the use of this technology by District officials? The San Benito CISD‚'s Acceptable Use Policy (AUP) ‚ÄúFiltering‚Äù section.  However, nothing about social media monitoring is included in the verbiage: https://www.sbcisd.net/apps/pages/index.jsp?uREC_ID=893329&type=d&pREC_ID=1891064
Who all has/had access to reports/alerts generated by this technology? The district‚'s Technology Department had access to reports and alerts generated.
Can you name a specific instance where this technology helped prevent an instance of imminent violence or self-harm?
No incidents were reported.
Have you ever used this technology for purposes other than the prevention of self-harm or violence? If so, how?
No.  It served only for web filtering and social media monitoring.
Has the use of this technology ever led to a student being disciplined in any way (including but not limited to being arrested, expelled, suspended or put in detention)? If so, please describe these specific instances.
No."" - Isabel Gonz√°lez, Director of Public Relations"
SAN MARCOS CISD,2018-2019,Social Sentinel,8097,2/26/19,Contract #19-384 Social Sentinel is a proactive safety and security program.,"$14,175 ",,
SAN MARCOS CISD,2019-2020,Social Sentinel,8224,4/21/20,"Contract #19-384 Social Media Scanning - Service and Data Fee Social Sentinel DIP: Goal 3: SMCISD is committed to creating a culture of high expectations for performance and professionalism. Perf. Objective 5: Implement district-wide systems to achieve safe and healthy schools, including bullying prevention, suicide prevention and parent/guardian notification procedures, conflict resolution, violence prevention, pregnancy-related services, student fitness, and employee wellness. Strategy 3) Implement systems, including training and reporting procedures (STOPit app) in preventing, identifying, responding to, and reporting incidents of bullying.","$14,175 ",,
